age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
60,Federal-gov,27466,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,England,<=50K
41,Private,34278,Assoc-voc,11,Separated,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
41,Private,287306,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,>50K
54,Private,169182,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,38,Puerto-Rico,<=50K
29,Private,37215,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K
31,Private,591711,Some-college,10,Married-spouse-absent,Transport-moving,Not-in-family,Black,Male,0,0,40,?,<=50K
56,Private,200316,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United-States,<=50K
49,Private,186982,Some-college,10,Separated,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,>50K
26,Private,266912,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
38,Self-emp-inc,141584,HS-grad,9,Divorced,Sales,Unmarried,White,Male,0,0,55,United-States,<=50K
58,Private,320102,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
35,Private,161637,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1902,40,Taiwan,>50K
39,Private,340091,Some-college,10,Separated,Other-service,Unmarried,White,Female,0,0,75,United-States,<=50K
48,Private,317360,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,<=50K
35,Private,301614,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,<=50K
21,State-gov,56582,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,0,10,United-States,<=50K
25,Private,255849,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
44,Private,68748,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,<=50K
44,Self-emp-inc,118212,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,70,United-States,>50K
19,Private,139466,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,<=50K
39,Private,38312,Some-college,10,Married-spouse-absent,Craft-repair,Unmarried,White,Male,0,0,40,United-States,>50K
50,Private,274528,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,214235,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,65,United-States,<=50K
36,Private,202662,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
19,Private,178147,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,<=50K
32,Self-emp-inc,110331,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States,>50K
57,Private,178353,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
38,Private,238721,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,<=50K
52,Private,126978,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0,0,40,China,<=50K
62,Private,226733,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
57,Self-emp-not-inc,25124,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,<=50K
36,Private,29984,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
53,Self-emp-not-inc,101017,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,<=50K
45,Local-gov,192793,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
42,Private,150568,HS-grad,9,Separated,Sales,Unmarried,White,Female,0,0,45,United-States,<=50K
28,Private,132686,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
47,Self-emp-inc,362835,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
53,Federal-gov,199720,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,60,Germany,>50K
51,Private,203435,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K
32,Private,197457,HS-grad,9,Divorced,Tech-support,Unmarried,White,Female,1471,0,38,United-States,<=50K
55,Private,109015,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,<=50K
17,?,112942,10th,6,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
57,State-gov,141459,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
17,Private,183110,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,16,United-States,<=50K
44,Private,523484,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,>50K
46,Private,83064,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
17,Private,195262,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,17,United-States,<=50K
44,Private,322391,11th,7,Separated,Other-service,Unmarried,Black,Female,0,0,30,United-States,<=50K
55,Private,144084,10th,6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
56,Self-emp-not-inc,175964,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
24,Private,170277,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
25,Private,194897,HS-grad,9,Never-married,Sales,Own-child,Amer-Indian-Eskimo,Male,6849,0,40,United-States,<=50K
31,Private,217803,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,32,United-States,<=50K
36,Private,108293,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,24,United-States,<=50K
64,Private,477697,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,16,United-States,<=50K
46,Local-gov,230979,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,4787,0,25,United-States,>50K
57,Private,210688,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,15,United-States,<=50K
52,Federal-gov,76131,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,40,United-States,>50K
17,Private,186067,10th,6,Never-married,Tech-support,Own-child,White,Male,0,0,10,United-States,<=50K
54,Private,199307,Some-college,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,48,United-States,<=50K
52,Local-gov,175339,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
42,Self-emp-inc,1097453,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
19,Private,207173,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,30,United-States,<=50K
24,Private,235894,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,216469,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1579,50,United-States,<=50K
55,Private,148590,10th,6,Widowed,Craft-repair,Unmarried,Black,Female,0,0,40,United-States,<=50K
26,Private,289700,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,25,United-States,<=50K
33,Private,85043,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,20,United-States,<=50K
52,Self-emp-inc,177727,10th,6,Married-civ-spouse,Sales,Husband,White,Male,4064,0,45,United-States,<=50K
30,Private,19847,Some-college,10,Divorced,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K
27,Private,198258,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,<=50K
32,Private,115631,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,4101,0,50,United-States,<=50K
51,Private,44000,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,99999,0,50,United-States,>50K
24,Private,34446,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,37,United-States,<=50K
23,Private,319842,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,<=50K
53,Private,83434,Bachelors,13,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,21,Japan,>50K
52,Private,143953,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,>50K
39,Self-emp-inc,222641,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
30,Private,19302,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States,>50K
22,Private,123876,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
