age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
80,Self-emp-not-inc,132728,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,20,United-States,<=50K
28,Private,185957,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
50,State-gov,173020,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,187188,Masters,14,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,60,United-States,<=50K
21,Private,262819,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K
21,Private,202373,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K
37,State-gov,482927,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,65,United-States,<=50K
38,Private,81965,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
51,Private,193720,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States,<=50K
42,Federal-gov,34218,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,50,United-States,>50K
49,Private,199029,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,2415,55,United-States,>50K
19,?,124884,9th,5,Never-married,?,Not-in-family,White,Female,0,0,25,United-States,<=50K
36,Private,128516,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
51,Private,203435,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,40,Italy,<=50K
33,State-gov,137616,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,35,United-States,<=50K
23,Private,125525,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,42,United-States,<=50K
25,Private,120238,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
40,Private,187376,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
64,Self-emp-not-inc,388625,10th,6,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,10,United-States,>50K
37,Private,42044,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,35,United-States,<=50K
