age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
66,Private,313255,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,24,United-States,<=50K
55,Private,193130,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
34,Private,193036,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,>50K
42,Federal-gov,262402,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
33,Private,267859,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,El-Salvador,<=50K
41,Local-gov,67671,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
34,Private,46746,11th,7,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K
33,Self-emp-not-inc,103860,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
45,Private,98765,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,Canada,<=50K
30,Private,171889,Prof-school,15,Never-married,Tech-support,Own-child,White,Female,0,0,24,United-States,<=50K
28,Private,44216,HS-grad,9,Never-married,Protective-serv,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
18,?,236090,HS-grad,9,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K
33,Private,221324,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K
38,Private,106838,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,48093,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
19,?,263338,Some-college,10,Never-married,?,Own-child,White,Male,0,0,45,United-States,<=50K
24,Private,204226,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
59,Self-emp-not-inc,174056,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,40,United-States,>50K
41,Private,110562,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,342599,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,<=50K
71,?,287372,Doctorate,16,Married-civ-spouse,?,Husband,White,Male,0,0,10,United-States,>50K
33,Self-emp-not-inc,116539,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,347623,Masters,14,Never-married,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,<=50K
31,Private,57781,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,50,United-States,<=50K
44,Self-emp-not-inc,483201,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
53,Private,358056,11th,7,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
18,?,30246,Some-college,10,Never-married,?,Own-child,White,Female,0,0,20,United-States,<=50K
38,Private,298841,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
30,Private,116138,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,27828,0,60,United-States,>50K
41,Private,648223,1st-4th,2,Married-spouse-absent,Farming-fishing,Unmarried,White,Male,0,0,40,Mexico,<=50K
55,Private,368797,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,United-States,>50K
20,?,95989,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K
52,Private,194580,5th-6th,3,Divorced,Farming-fishing,Unmarried,White,Male,0,0,40,United-States,<=50K
35,Private,38245,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
38,Federal-gov,506830,Some-college,10,Divorced,Tech-support,Unmarried,Black,Female,0,0,40,United-States,<=50K
34,Private,31740,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
65,?,299494,11th,7,Married-civ-spouse,?,Husband,White,Male,1797,0,40,United-States,<=50K
26,Self-emp-not-inc,189238,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,4,Mexico,<=50K
21,Private,414812,7th-8th,4,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
29,Federal-gov,360527,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
